Timestamp,Episode,TeamName,GoalsScored,GoalsConceded,BallTouches,EpisodeReward,EpisodeLength,CumulativeReward
2025-01-18 20:25:58,0,SoccerTwos,0,0,0,0,000,0,0,0,000
